URL	chrom://isq7ci1912004/ChromeleonLocal/AK Simat/2024/PVC Lina/2024-02_Vorversuche/2024-02_PVC-Tischde.seq/220.smp/TIC.channel/TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2024-02_PVC-Tischde
Name	PVC-Tischdecke µC A 0,2g 50C 30min Split 1:20
Number	2
Position	66
Comment	ODP Lina
Processing Method	MS Quantitative
Instrument Method	manualTD-WAX-MS-O_L1
Type	Calibration Standard
Status	Finished
Inject Time	2/21/2024 9:15:20 AM +01:00
Volume (µl)	10.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.033905
Time Max. (min)	50.003447
Data Points	55452
Detector	MSDevice
Generating Data System	Chromeleon 7.2.10 Build 23925 (cfd1e7af542fd56c07b8e0c2791055c459cfcf14)
Exporting Data System	Chromeleon 7.2.10.0
Operator	ISQ7000
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	13,079,911.128393
Signal Max.	5,872,703,630.459210
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.054
Max. Step (s)	0.0541
Average Step (s)	0.05406886

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
40.416137	0.0541	59,846,122.408326
40.417037	0.054	60,381,734.543790
40.417938	0.0541	60,791,685.400055
40.418840	0.0541	60,776,628.253627
40.419740	0.054	60,379,686.201104
40.420642	0.0541	59,829,302.569165
40.421543	0.0541	59,422,221.514588
40.422443	0.054	59,650,713.358608
40.423345	0.0541	60,288,918.429579
40.424247	0.0541	60,386,890.419130
40.425148	0.0541	59,980,177.958391
40.426048	0.054	59,908,439.642051
40.426950	0.0541	60,438,347.025802
40.427852	0.0541	60,980,030.074853
40.428752	0.054	60,951,285.042607
40.429653	0.0541	60,560,154.126148
40.430555	0.0541	60,175,045.298772
40.431455	0.054	60,054,718.133744
40.432357	0.0541	60,200,697.867878
40.433258	0.0541	60,230,470.041861
40.434158	0.054	60,090,939.132955
40.435060	0.0541	59,967,887.765449
40.435962	0.0541	60,020,605.985586
40.436862	0.054	60,223,325.135295
40.437763	0.0541	60,255,991.963789
40.438665	0.0541	60,068,203.289120
40.439567	0.0541	59,946,012.000762
40.440467	0.054	60,061,453.044173
40.441368	0.0541	60,214,548.172595
40.442270	0.0541	60,027,890.467924
40.443170	0.054	59,628,733.743980
40.444072	0.0541	59,639,839.445880
40.444973	0.0541	60,111,286.660815
40.445873	0.054	60,484,720.160668
40.446775	0.0541	60,737,874.862824
40.447677	0.0541	60,887,047.535341
40.448577	0.054	60,858,092.800661
40.449478	0.0541	60,785,966.501139
40.450380	0.0541	60,789,288.656171
40.451280	0.054	60,985,731.384891
40.452182	0.0541	61,028,271.432646
40.453083	0.0541	60,705,781.981291
40.453985	0.0541	60,379,015.004618
40.454885	0.054	60,361,740.487454
40.455787	0.0541	60,435,920.832658
40.456688	0.0541	60,333,779.658963
40.457588	0.054	60,414,307.158004
40.458490	0.0541	60,745,294.592418
40.459392	0.0541	60,788,905.583008
40.460292	0.054	60,542,580.819392
40.461193	0.0541	60,324,721.840190
40.462095	0.0541	60,013,663.057103
40.462995	0.054	59,649,149.150910
40.463897	0.0541	59,891,038.709223
40.464798	0.0541	60,616,154.993409
40.465700	0.0541	60,935,460.368410
40.466600	0.054	60,956,597.004820
40.467502	0.0541	61,022,837.635388
40.468403	0.0541	61,135,144.197057
40.469303	0.054	61,452,355.932753
40.470205	0.0541	61,694,218.450422
40.471107	0.0541	61,630,936.232175
40.472007	0.054	61,489,480.465700
40.472908	0.0541	61,312,694.058990
40.473810	0.0541	61,005,211.180232
40.474710	0.054	60,560,293.438647
40.475612	0.0541	60,415,565.678738
40.476513	0.0541	60,831,105.601716
40.477413	0.054	61,475,495.486287
40.478315	0.0541	61,872,909.459899
40.479217	0.0541	61,699,437.222345
40.480118	0.0541	61,299,337.361559
40.481018	0.054	61,133,768.782332
40.481920	0.0541	60,988,630.597843
40.482822	0.0541	60,692,773.585358
40.483722	0.054	60,646,816.147881
40.484623	0.0541	60,913,683.333082
40.485525	0.0541	60,925,227.605090
40.486425	0.054	60,530,545.074480
40.487327	0.0541	60,230,146.756345
40.488228	0.0541	60,179,534.659704
40.489128	0.054	60,201,960.096408
40.490030	0.0541	60,306,875.740905
40.490932	0.0541	60,462,595.114192
40.491832	0.054	60,461,387.962012
40.492733	0.0541	60,351,023.845134
40.493635	0.0541	60,519,413.721966
40.494537	0.0541	60,788,596.741792
40.495437	0.054	60,753,469.099926
40.496338	0.0541	60,553,275.813878
40.497240	0.0541	60,485,688.715935
40.498140	0.054	60,665,167.075541
40.499042	0.0541	60,718,692.889517
40.499943	0.0541	60,489,145.912799
40.500843	0.054	60,264,425.981929
40.501745	0.0541	60,109,638.501394
40.502647	0.0541	60,160,773.103781
40.503547	0.054	60,543,201.860437
40.504448	0.0541	60,813,553.126313
40.505350	0.0541	60,690,215.040907
40.506250	0.054	60,724,410.225537
40.507152	0.0541	60,926,157.855816
40.508053	0.0541	60,771,534.193193
40.508955	0.0541	60,476,036.406041
40.509855	0.054	60,369,715.352448
40.510757	0.0541	60,421,169.160160
40.511658	0.0541	60,538,657.255299
40.512558	0.054	60,438,507.268074
40.513460	0.0541	60,157,630.876054
40.514362	0.0541	60,024,805.761038
40.515262	0.054	59,824,702.511264
40.516163	0.0541	59,497,852.217187
40.517065	0.0541	59,374,121.140554
40.517965	0.054	59,479,211.546646
40.518867	0.0541	59,677,694.609444
40.519768	0.0541	59,997,648.549783
40.520668	0.054	60,388,660.879446
40.521570	0.0541	60,762,625.586297
40.522472	0.0541	61,215,847.646779
40.523373	0.0541	61,480,824.098932
40.524273	0.054	61,450,736.041617
40.525175	0.0541	61,159,883.191219
40.526077	0.0541	60,522,191.604590
40.526977	0.054	60,186,513.742918
40.527878	0.0541	60,512,107.759121
40.528780	0.0541	60,935,725.816795
40.529680	0.054	60,971,950.471355
40.530582	0.0541	60,655,231.041184
40.531483	0.0541	60,253,246.249874
40.532383	0.054	59,932,842.346984
40.533285	0.0541	59,783,559.143486
40.534187	0.0541	59,662,985.704336
40.535087	0.054	59,693,164.423858
40.535988	0.0541	60,101,595.805007
40.536890	0.0541	60,498,018.586830
40.537792	0.0541	60,817,632.607803
40.538692	0.054	61,230,066.093806
40.539593	0.0541	61,557,924.141700
40.540495	0.0541	61,695,643.706112
40.541395	0.054	61,698,655.179485
40.542297	0.0541	61,591,135.242525
40.543198	0.0541	61,289,239.048497
40.544098	0.054	60,848,085.707130
40.545000	0.0541	60,610,122.780813
40.545902	0.0541	60,566,566.918961
40.546802	0.054	60,333,528.299738
40.547703	0.0541	60,144,283.770108
40.548605	0.0541	60,210,519.499335
40.549505	0.054	60,175,543.969490
40.550407	0.0541	60,064,313.829432
40.551308	0.0541	60,161,676.028540
40.552210	0.0541	60,378,053.810400
40.553110	0.054	60,447,164.977621
40.554012	0.0541	60,430,643.339441
40.554913	0.0541	60,680,377.699170
40.555813	0.054	60,883,029.461655
40.556715	0.0541	60,703,658.254854
40.557617	0.0541	60,666,838.201326
40.558517	0.054	60,938,509.106285
40.559418	0.0541	61,178,961.409712
40.560320	0.0541	61,232,929.532583
40.561220	0.054	61,217,105.392554
40.562122	0.0541	61,139,953.267690
40.563023	0.0541	60,861,990.616575
40.563925	0.0541	60,535,190.627182
40.564825	0.054	60,465,350.074777
40.565727	0.0541	60,703,175.113437
40.566628	0.0541	60,860,371.911943
40.567528	0.054	60,819,142.935159
40.568430	0.0541	60,611,603.006121
40.569332	0.0541	60,362,842.552604
40.570232	0.054	60,581,906.603157
40.571133	0.0541	61,162,048.477624
40.572035	0.0541	61,500,954.422971
40.572935	0.054	61,408,756.679425
40.573837	0.0541	61,090,634.128233
40.574738	0.0541	60,820,174.025234
40.575638	0.054	60,723,632.187907
40.576540	0.0541	60,597,382.448306
40.577442	0.0541	60,385,297.752295
40.578343	0.0541	60,318,013.342101
40.579243	0.054	60,325,055.761499
40.580145	0.0541	60,364,444.063048
40.581047	0.0541	60,328,815.263232
40.581947	0.054	59,917,211.950058
40.582848	0.0541	59,499,616.515034
40.583750	0.0541	59,540,503.399757
40.584650	0.054	59,921,877.554826
40.585552	0.0541	60,321,885.492485
40.586453	0.0541	60,549,231.692494
40.587353	0.054	60,756,198.560211
40.588255	0.0541	60,963,590.701999
40.589157	0.0541	60,981,619.176246
40.590057	0.054	60,870,772.248667
40.590958	0.0541	60,763,190.338770
40.591860	0.0541	60,552,847.368201
40.592762	0.0541	60,311,140.618467
40.593662	0.054	60,049,545.335303
40.594563	0.0541	59,551,157.136567
40.595465	0.0541	59,316,743.257597
40.596365	0.054	59,729,472.299635
40.597267	0.0541	60,459,066.811519
40.598168	0.0541	61,182,500.922847
40.599068	0.054	61,685,056.519877
40.599970	0.0541	62,032,319.747436
40.600872	0.0541	62,036,147.648247
40.601772	0.054	61,600,662.787726
40.602673	0.0541	61,302,219.163670
40.603575	0.0541	61,419,269.242915
40.604477	0.0541	61,389,290.780882
40.605377	0.054	60,953,113.231603
40.606278	0.0541	60,817,923.662452
40.607180	0.0541	61,137,902.803824
40.608080	0.054	61,324,072.734149
40.608982	0.0541	61,126,273.649385
40.609883	0.0541	60,650,180.884883
40.610783	0.054	60,307,163.924943
40.611685	0.0541	60,581,184.712619
40.612587	0.0541	61,318,457.682062
40.613487	0.054	61,848,955.858237
40.614388	0.0541	61,738,681.341221
40.615290	0.0541	60,984,675.134349
40.616190	0.054	60,194,847.472112
40.617092	0.0541	60,022,205.424731
40.617993	0.0541	60,200,847.776205
40.618895	0.0541	60,455,936.341897
40.619795	0.054	60,910,062.999219
40.620697	0.0541	61,371,225.202219
40.621598	0.0541	61,536,979.012840
40.622498	0.054	61,514,439.541308
40.623400	0.0541	61,461,999.049508
40.624302	0.0541	61,316,128.031566
40.625202	0.054	61,096,470.626014
40.626103	0.0541	60,901,663.882913
40.627005	0.0541	60,706,423.826349
40.627905	0.054	60,496,438.027647
40.628807	0.0541	60,643,792.701226
40.629708	0.0541	61,090,232.867389
40.630608	0.054	61,333,855.376382
40.631510	0.0541	61,308,657.154230
40.632412	0.0541	61,106,207.278140
40.633313	0.0541	60,845,059.525259
40.634213	0.054	60,676,136.857852
40.635115	0.0541	60,578,829.103068
40.636017	0.0541	60,473,836.864717
40.636917	0.054	60,445,852.404271
40.637818	0.0541	60,567,345.357337
40.638720	0.0541	60,650,836.360355
40.639620	0.054	60,616,222.707858
40.640522	0.0541	60,759,323.473942
40.641423	0.0541	61,058,474.514877
40.642323	0.054	61,242,187.423909
40.643225	0.0541	61,459,338.715360
40.644127	0.0541	61,534,626.322199
40.645027	0.054	61,081,840.772514
40.645928	0.0541	60,566,430.136980
40.646830	0.0541	60,682,474.287231
40.647732	0.0541	61,206,533.111531
40.648632	0.054	61,334,735.025253
40.649533	0.0541	60,911,671.483579
40.650435	0.0541	60,609,166.527679
40.651335	0.054	60,872,066.243108
40.652237	0.0541	61,226,090.526114
40.653138	0.0541	61,298,804.995276
40.654038	0.054	61,168,016.262940
40.654940	0.0541	60,904,195.446561
40.655842	0.0541	60,737,185.777772
40.656742	0.054	60,607,064.975851
40.657643	0.0541	60,321,828.383175
40.658545	0.0541	60,062,140.456064
40.659445	0.054	59,981,000.401082
40.660347	0.0541	60,066,050.304963
40.661248	0.0541	60,321,274.731640
40.662148	0.054	60,657,183.697867
40.663050	0.0541	60,985,568.154969
40.663952	0.0541	61,206,229.728999
40.664853	0.0541	61,210,948.465414
40.665753	0.054	61,074,979.453100
40.666655	0.0541	60,953,004.116049
40.667557	0.0541	60,798,141.774645
40.668457	0.054	60,772,881.349303
40.669358	0.0541	61,168,685.425325
40.670260	0.0541	61,630,232.261253
40.671160	0.054	61,795,282.641736
40.672062	0.0541	61,814,355.760426
40.672963	0.0541	61,801,151.270969
40.673863	0.054	61,613,816.715824
40.674765	0.0541	61,156,871.590076
40.675667	0.0541	60,760,137.249374
40.676568	0.0541	60,692,342.595784
40.677468	0.054	60,640,274.969726
40.678370	0.0541	60,459,642.129102
40.679272	0.0541	60,398,286.170991
40.680172	0.054	60,569,546.216434
40.681073	0.0541	60,971,702.335763
40.681975	0.0541	61,683,825.242493
40.682875	0.054	62,361,401.937866
40.683777	0.0541	62,322,234.783203
40.684678	0.0541	61,725,605.979839
40.685578	0.054	61,400,160.783573
40.686480	0.0541	61,624,169.033256
40.687382	0.0541	61,833,247.260484
40.688282	0.054	61,740,968.294046
40.689183	0.0541	61,683,621.150997
40.690085	0.0541	61,669,547.530998
40.690987	0.0541	61,539,514.494820
40.691887	0.054	61,408,179.102552
40.692788	0.0541	61,330,304.159256
40.693690	0.0541	61,321,189.430943
40.694590	0.054	61,601,775.562965
40.695492	0.0541	62,125,613.354255
40.696393	0.0541	62,361,732.529326
40.697293	0.054	62,173,705.871123
40.698195	0.0541	61,939,575.933971
40.699097	0.0541	61,755,434.865582
40.699997	0.054	61,455,675.409866
40.700898	0.0541	61,005,325.396194
40.701800	0.0541	60,463,093.734419
40.702700	0.054	60,139,732.474881
40.703602	0.0541	60,358,142.273659
40.704503	0.0541	60,971,980.082807
40.705405	0.0541	61,697,413.793432
40.706305	0.054	62,105,905.379742
40.707207	0.0541	61,961,781.695713
40.708108	0.0541	61,554,559.128991
40.709008	0.054	61,112,296.614079
40.709910	0.0541	60,865,442.194180
40.710812	0.0541	61,088,249.574761
40.711712	0.054	61,648,767.513387
40.712613	0.0541	62,112,366.727947
40.713515	0.0541	62,278,985.966802
40.714415	0.054	62,090,792.092680
40.715317	0.0541	61,628,364.554464
40.716218	0.0541	61,337,446.536047
40.717118	0.054	61,336,133.958354
40.718020	0.0541	61,459,216.688226
40.718922	0.0541	61,423,739.328208
40.719823	0.0541	61,190,041.372146
40.720723	0.054	60,996,099.597392
40.721625	0.0541	60,617,630.372248
40.722527	0.0541	60,188,293.512704
40.723427	0.054	60,119,529.196702
40.724328	0.0541	60,530,111.654026
40.725230	0.0541	61,120,569.040610
40.726130	0.054	61,082,098.298519
40.727032	0.0541	60,592,547.052450
40.727933	0.0541	60,553,380.801173
40.728833	0.054	60,694,311.709212
40.729735	0.0541	60,689,553.552138
40.730637	0.0541	60,873,707.101712
40.731538	0.0541	60,974,845.492402
40.732438	0.054	60,738,414.979358
40.733340	0.0541	60,524,162.406403
40.734242	0.0541	60,561,993.564472
40.735142	0.054	60,880,486.531884
40.736043	0.0541	61,442,208.384337
40.736945	0.0541	62,047,132.293953
40.737845	0.054	62,496,977.559325
40.738747	0.0541	62,504,211.593836
40.739648	0.0541	61,826,488.025742
40.740548	0.054	61,239,683.403275
40.741450	0.0541	61,309,201.105705
40.742352	0.0541	61,526,176.812126
40.743252	0.054	61,667,122.800363
40.744153	0.0541	61,600,486.886845
40.745055	0.0541	61,571,689.542408
40.745957	0.0541	61,877,789.121419
40.746857	0.054	62,191,272.598446
40.747758	0.0541	62,329,178.000249
40.748660	0.0541	62,186,564.456170
40.749560	0.054	61,772,904.656202
40.750462	0.0541	61,162,294.712443
40.751363	0.0541	60,604,552.989728
40.752263	0.054	60,540,231.851260
40.753165	0.0541	60,760,260.131386
40.754067	0.0541	60,886,010.334741
40.754967	0.054	61,012,023.259045
40.755868	0.0541	61,006,484.738063
40.756770	0.0541	60,630,152.073139
40.757670	0.054	60,245,520.777007
40.758572	0.0541	60,433,585.824380
40.759473	0.0541	61,207,652.107624
40.760375	0.0541	61,875,780.630455
40.761275	0.054	62,023,764.111417
40.762177	0.0541	61,968,532.703266
40.763078	0.0541	61,763,999.139191
40.763978	0.054	61,372,345.200132
40.764880	0.0541	61,073,722.354154
40.765782	0.0541	60,884,895.648291
40.766682	0.054	60,803,633.335723
40.767583	0.0541	61,010,469.720289
40.768485	0.0541	61,289,555.628289
40.769385	0.054	61,236,603.523902
40.770287	0.0541	61,049,290.510358
40.771188	0.0541	61,095,900.432908
40.772088	0.054	61,266,406.924958
40.772990	0.0541	61,389,565.096273
40.773892	0.0541	61,490,424.059716
40.774793	0.0541	61,502,862.187020
40.775693	0.054	61,390,424.767564
40.776595	0.0541	61,324,123.709980
40.777497	0.0541	61,358,014.168970
40.778397	0.054	61,543,621.099757
40.779298	0.0541	61,803,167.813950
40.780200	0.0541	61,809,313.611779
40.781100	0.054	61,475,301.135528
40.782002	0.0541	61,096,824.858333
40.782903	0.0541	61,016,672.630525
40.783803	0.054	61,063,241.436982
40.784705	0.0541	61,148,741.645867
40.785607	0.0541	61,632,624.900963
40.786508	0.0541	62,168,451.833696
40.787408	0.054	62,165,024.784592
40.788310	0.0541	61,809,825.979814
40.789212	0.0541	61,523,700.015597
40.790112	0.054	61,592,024.607980
40.791013	0.0541	61,662,973.364483
40.791915	0.0541	61,417,917.902894
40.792815	0.054	61,331,658.693746
40.793717	0.0541	61,328,943.503594
40.794618	0.0541	61,150,923.182854
40.795518	0.054	61,072,323.797233
40.796420	0.0541	60,984,195.481435
40.797322	0.0541	60,822,846.421681
40.798222	0.054	60,882,679.796227
40.799123	0.0541	61,234,831.244442
40.800025	0.0541	61,698,317.180276
40.800927	0.0541	61,861,785.060994
40.801827	0.054	61,719,278.349036
40.802728	0.0541	62,006,438.815010
40.803630	0.0541	62,641,125.138354
40.804530	0.054	62,682,893.750204
40.805432	0.0541	62,024,106.910754
40.806333	0.0541	61,389,302.765698
40.807233	0.054	61,455,107.364918
40.808135	0.0541	62,062,939.709429
40.809037	0.0541	62,363,375.780688
40.809937	0.054	61,946,930.166652
40.810838	0.0541	61,450,843.436482
40.811740	0.0541	61,338,118.237702
40.812642	0.0541	61,232,777.637998
40.813542	0.054	61,208,658.269381
40.814443	0.0541	61,339,642.045610
40.815345	0.0541	61,250,113.338679
40.816245	0.054	61,105,470.335998
40.817147	0.0541	61,109,613.339109
40.818048	0.0541	60,997,420.327727
40.818948	0.054	60,810,767.566666
40.819850	0.0541	60,865,420.394986
40.820752	0.0541	61,095,550.624190
40.821652	0.054	61,267,882.977758
40.822553	0.0541	61,484,547.159513
40.823455	0.0541	61,892,000.431871
40.824355	0.054	62,294,640.867637
40.825257	0.0541	62,359,642.428334
40.826158	0.0541	61,982,542.330845
40.827060	0.0541	61,515,577.120243
40.827960	0.054	61,199,132.063888
40.828862	0.0541	61,012,417.843855
40.829763	0.0541	61,036,803.403186
40.830663	0.054	61,276,922.403361
40.831565	0.0541	61,646,028.632632
40.832467	0.0541	61,972,106.286064
40.833367	0.054	61,985,420.716549
40.834268	0.0541	61,479,192.403484
40.835170	0.0541	60,904,933.417623
40.836070	0.054	60,896,495.410891
40.836972	0.0541	61,162,577.531955
40.837873	0.0541	61,240,917.999974
40.838773	0.054	61,274,109.377470
40.839675	0.0541	61,259,991.512337
40.840577	0.0541	61,103,593.463510
40.841478	0.0541	61,022,899.019078
40.842378	0.054	61,052,898.486065
40.843280	0.0541	61,258,182.000322
40.844182	0.0541	61,555,306.490998
40.845082	0.054	61,726,296.438220
40.845983	0.0541	61,885,306.919626
40.846885	0.0541	62,133,194.716334
40.847785	0.054	62,228,060.776481
40.848687	0.0541	61,997,202.072708
40.849588	0.0541	61,772,920.861327
40.850488	0.054	61,855,420.436587
40.851390	0.0541	61,911,827.374112
40.852292	0.0541	61,562,004.726638
40.853192	0.054	61,306,468.295546
40.854093	0.0541	61,384,379.502616
40.854995	0.0541	61,273,832.813800
40.855897	0.0541	60,891,017.456203
40.856797	0.054	60,793,231.342099
40.857698	0.0541	61,184,531.054683
40.858600	0.0541	61,513,307.076972
40.859500	0.054	61,450,695.606715
40.860402	0.0541	61,493,445.994851
40.861303	0.0541	61,956,735.738407
40.862203	0.054	62,139,959.615917
40.863105	0.0541	61,895,286.724000
40.864007	0.0541	61,914,983.989229
40.864907	0.054	62,105,283.312923
40.865808	0.0541	62,208,447.838128
40.866710	0.0541	62,308,696.334776
40.867612	0.0541	62,306,249.071479
40.868512	0.054	62,202,085.315845
40.869413	0.0541	62,026,062.829574
40.870315	0.0541	62,068,129.290292
40.871215	0.054	62,334,176.324531
40.872117	0.0541	62,445,321.287046
40.873018	0.0541	62,457,394.646812
40.873918	0.054	62,567,616.669603
40.874820	0.0541	62,750,659.342578
40.875722	0.0541	62,680,045.419920
40.876622	0.054	62,484,481.062633
40.877523	0.0541	62,463,798.413204
40.878425	0.0541	62,290,970.768038
40.879325	0.054	61,901,106.870197
40.880227	0.0541	61,680,751.313946
40.881128	0.0541	61,822,263.074395
40.882030	0.0541	62,260,108.775215
40.882930	0.054	62,577,305.026801
40.883832	0.0541	62,368,251.504303
40.884733	0.0541	61,870,543.307235
40.885633	0.054	61,513,533.078132
40.886535	0.0541	61,336,211.413597
40.887437	0.0541	61,257,619.513335
40.888337	0.054	61,435,443.630403
40.889238	0.0541	61,701,432.007093
40.890140	0.0541	61,473,707.104394
40.891040	0.054	60,989,386.386193
40.891942	0.0541	61,072,639.763314
40.892843	0.0541	61,581,056.177609
40.893743	0.054	61,757,658.452371
40.894645	0.0541	61,716,547.057102
40.895547	0.0541	61,720,467.027414
40.896448	0.0541	61,752,044.986176
40.897348	0.054	61,926,098.179859
40.898250	0.0541	62,069,326.556928
40.899152	0.0541	62,081,713.344482
40.900052	0.054	61,853,994.948336
40.900953	0.0541	61,411,069.916980
40.901855	0.0541	61,194,866.552375
40.902755	0.054	61,337,982.757628
40.903657	0.0541	61,646,063.908949
40.904558	0.0541	61,992,851.852186
40.905458	0.054	62,056,383.870663
40.906360	0.0541	61,810,762.464505
40.907262	0.0541	61,779,486.330312
40.908163	0.0541	61,849,263.680437
40.909063	0.054	61,769,555.275694
40.909965	0.0541	61,804,037.740945
40.910867	0.0541	61,942,832.357903
40.911767	0.054	62,154,509.089420
40.912668	0.0541	62,346,455.602710
40.913570	0.0541	62,116,292.825545
40.914470	0.054	61,548,846.982887
40.915372	0.0541	61,101,891.121342
40.916273	0.0541	61,045,015.005073
40.917173	0.054	61,299,921.836392
40.918075	0.0541	61,493,791.613075
40.918977	0.0541	61,339,334.482423
40.919877	0.054	60,999,773.495905
40.920778	0.0541	60,830,764.161191
40.921680	0.0541	60,867,149.233545
40.922582	0.0541	61,032,560.718838
40.923482	0.054	61,333,060.139787
40.924383	0.0541	61,667,537.551701
40.925285	0.0541	61,798,621.390462
40.926185	0.054	61,528,009.269539
40.927087	0.0541	61,136,380.043402
40.927988	0.0541	61,066,630.339435
40.928888	0.054	61,176,190.659625
40.929790	0.0541	61,368,457.368939
40.930692	0.0541	61,671,393.552263
40.931592	0.054	61,826,471.368201
40.932493	0.0541	61,848,370.698952
40.933395	0.0541	61,920,206.025053
40.934295	0.054	62,082,318.929555
40.935197	0.0541	62,261,881.777372
40.936098	0.0541	62,339,242.189772
40.937000	0.0541	62,153,811.034038
40.937900	0.054	61,597,844.709663
40.938802	0.0541	61,317,254.669552
40.939703	0.0541	61,846,131.164898
40.940603	0.054	62,653,733.786237
40.941505	0.0541	63,090,864.761896
40.942407	0.0541	63,026,585.685493
40.943307	0.054	62,921,241.418083
40.944208	0.0541	62,760,034.916337
40.945110	0.0541	62,266,124.906320
40.946010	0.054	61,911,072.124363
40.946912	0.0541	61,701,210.654436
40.947813	0.0541	61,442,988.486733
40.948713	0.054	61,477,224.973446
40.949615	0.0541	61,821,080.315595
40.950517	0.0541	62,031,717.813417
40.951418	0.0541	61,923,685.090664
40.952318	0.054	61,855,039.007460
40.953220	0.0541	61,963,888.969841
40.954122	0.0541	61,920,500.626135
40.955022	0.054	61,715,360.682101
40.955923	0.0541	61,724,030.018053
40.956825	0.0541	61,975,689.256819
40.957725	0.054	62,065,264.774770
40.958627	0.0541	61,738,436.154941
40.959528	0.0541	61,317,148.586780
40.960428	0.054	61,295,029.341130
40.961330	0.0541	61,652,032.505794
40.962232	0.0541	62,099,271.569633
40.963133	0.0541	62,465,354.118307
40.964033	0.054	62,713,123.201003
40.964935	0.0541	62,781,664.057619
40.965837	0.0541	62,591,964.302477
40.966737	0.054	62,259,174.405723
40.967638	0.0541	61,868,596.865318
40.968540	0.0541	61,538,578.944567
40.969440	0.054	61,648,268.601093
40.970342	0.0541	62,135,131.082689
40.971243	0.0541	62,554,590.173047
40.972143	0.054	62,872,305.924070
40.973045	0.0541	63,207,368.292855
40.973947	0.0541	63,235,499.256569
40.974847	0.054	62,974,989.441173
40.975748	0.0541	62,878,736.409888
40.976650	0.0541	62,750,861.200415
40.977552	0.0541	62,587,148.610353
40.978452	0.054	62,526,375.946592
40.979353	0.0541	62,344,007.141579
40.980255	0.0541	62,174,968.710739
40.981155	0.054	62,106,766.420397
40.982057	0.0541	61,975,864.010872
40.982958	0.0541	61,991,079.748594
40.983858	0.054	62,259,863.125321
40.984760	0.0541	62,321,176.009530
40.985662	0.0541	62,079,965.816165
40.986562	0.054	61,809,899.517059
40.987463	0.0541	61,597,579.505639
40.988365	0.0541	61,514,141.580585
40.989267	0.0541	61,619,029.994026
40.990167	0.054	61,938,376.667493
40.991068	0.0541	62,159,735.437188
40.991970	0.0541	62,079,320.381269
40.992870	0.054	61,853,372.985800
40.993772	0.0541	61,431,084.873714
40.994673	0.0541	60,964,178.745441
40.995573	0.054	60,693,876.223088
40.996475	0.0541	60,625,515.863669
40.997377	0.0541	60,799,824.493739
40.998277	0.054	61,057,077.821973
40.999178	0.0541	61,226,523.689900
41.000080	0.0541	61,225,843.846547
41.000980	0.054	60,885,542.263142
41.001882	0.0541	60,561,980.699268
41.002783	0.0541	60,672,634.136197
41.003685	0.0541	60,862,517.720005
41.004585	0.054	61,012,620.130279
41.005487	0.0541	61,413,632.080446
41.006388	0.0541	61,880,034.783562
41.007288	0.054	62,003,040.173539
41.008190	0.0541	61,948,152.592722
41.009092	0.0541	61,980,233.600140
41.009992	0.054	61,962,155.960650
41.010893	0.0541	61,953,412.024035
41.011795	0.0541	61,942,527.223785
41.012695	0.054	61,882,789.610514
41.013597	0.0541	61,827,107.490857
41.014498	0.0541	61,813,248.359349
41.015398	0.054	61,951,326.141033
41.016300	0.0541	62,223,077.009676
41.017202	0.0541	62,244,851.486230
41.018103	0.0541	61,888,570.400538
41.019003	0.054	61,747,966.679761
41.019905	0.0541	62,054,661.050239
41.020807	0.0541	62,401,647.752717
41.021707	0.054	62,500,398.552893
41.022608	0.0541	62,283,194.446995
41.023510	0.0541	61,944,538.494091
41.024410	0.054	61,817,881.369610
41.025312	0.0541	61,773,486.270659
41.026213	0.0541	61,676,703.546054
41.027113	0.054	61,711,292.532917
41.028015	0.0541	61,764,420.976163
41.028917	0.0541	61,704,438.065484
41.029817	0.054	61,914,636.844953
41.030718	0.0541	62,405,691.245344
41.031620	0.0541	62,583,094.134633
41.032522	0.0541	62,375,385.461810
41.033422	0.054	61,986,898.083339
41.034323	0.0541	61,591,612.753104
41.035225	0.0541	61,423,429.898338
41.036125	0.054	61,544,650.304504
41.037027	0.0541	61,999,346.749549
41.037928	0.0541	62,490,043.336879
41.038828	0.054	62,506,265.796063
41.039730	0.0541	62,380,313.049015
41.040632	0.0541	62,395,784.136410
41.041532	0.054	62,216,807.464945
41.042433	0.0541	62,059,006.927348
41.043335	0.0541	62,003,260.817095
41.044237	0.0541	61,857,710.517196
41.045137	0.054	61,644,258.538960
41.046038	0.0541	61,273,681.658201
41.046940	0.0541	61,102,634.770474
41.047840	0.054	61,419,855.552263
41.048742	0.0541	61,806,264.656883
41.049643	0.0541	62,160,896.435290
41.050543	0.054	62,298,257.798848
41.051445	0.0541	62,042,303.218237
41.052347	0.0541	61,942,911.938527
41.053247	0.054	62,083,631.149203
41.054148	0.0541	62,004,011.410824
41.055050	0.0541	61,788,188.995608
41.055950	0.054	61,780,342.636367
41.056852	0.0541	61,894,673.193103
41.057753	0.0541	62,006,113.393311
41.058655	0.0541	62,080,550.241618
