URL	chrom://isq7ci1912004/ChromeleonLocal/AK Simat/2024/PVC Lina/2024-02_Vorversuche/2024-02_PVC-Tischde.seq/220.smp/TIC.channel/TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2024-02_PVC-Tischde
Name	PVC-Tischdecke µC A 0,2g 50C 30min Split 1:20
Number	2
Position	66
Comment	ODP Lina
Processing Method	MS Quantitative
Instrument Method	manualTD-WAX-MS-O_L1
Type	Calibration Standard
Status	Finished
Inject Time	2/21/2024 9:15:20 AM +01:00
Volume (µl)	10.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.033905
Time Max. (min)	50.003447
Data Points	55452
Detector	MSDevice
Generating Data System	Chromeleon 7.2.10 Build 23925 (cfd1e7af542fd56c07b8e0c2791055c459cfcf14)
Exporting Data System	Chromeleon 7.2.10.0
Operator	ISQ7000
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	13,079,911.128393
Signal Max.	5,872,703,630.459210
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.054
Max. Step (s)	0.0541
Average Step (s)	0.05406886

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
0.548462	0.0541	17,553,309.420841
0.549362	0.054	17,622,449.960483
0.550263	0.0541	17,921,473.530649
0.551165	0.0541	18,310,035.318831
0.552065	0.054	18,318,332.051660
0.552967	0.0541	17,998,192.898098
0.553868	0.0541	17,890,419.267134
0.554768	0.054	18,121,029.956187
0.555670	0.0541	18,542,648.286936
0.556572	0.0541	18,910,554.769340
0.557472	0.054	18,888,960.256986
0.558373	0.0541	18,570,986.308701
0.559275	0.0541	18,305,757.293371
0.560177	0.0541	18,128,761.014781
0.561077	0.054	17,898,419.975516
0.561978	0.0541	17,562,443.850002
0.562880	0.0541	17,409,404.573601
0.563780	0.054	17,787,690.235902
0.564682	0.0541	18,349,866.331631
0.565583	0.0541	18,574,162.261275
0.566483	0.054	18,537,235.970434
0.567385	0.0541	18,358,103.073132
0.568287	0.0541	18,120,963.348863
0.569187	0.054	18,119,723.500670
0.570088	0.0541	18,226,593.224880
0.570990	0.0541	18,247,570.626142
0.571890	0.054	18,247,027.087339
0.572792	0.0541	18,187,243.504845
0.573693	0.0541	18,174,259.082501
0.574595	0.0541	18,123,159.772289
0.575495	0.054	17,906,865.540338
0.576397	0.0541	17,756,614.772744
0.577298	0.0541	17,691,948.168434
0.578198	0.054	17,597,159.016979
0.579100	0.0541	17,459,041.512794
0.580002	0.0541	17,335,624.629407
0.580902	0.054	17,442,588.437024
0.581803	0.0541	17,835,444.032514
0.582705	0.0541	18,208,396.509379
0.583605	0.054	18,239,504.357895
0.584507	0.0541	18,021,523.276444
0.585408	0.0541	17,790,099.033160
0.586308	0.054	17,636,061.966279
0.587210	0.0541	17,694,210.042633
0.588112	0.0541	17,763,319.221690
0.589013	0.0541	17,653,695.357167
0.589913	0.054	17,649,761.753814
0.590815	0.0541	17,878,756.605754
0.591717	0.0541	18,236,347.959210
0.592617	0.054	18,572,462.448939
0.593518	0.0541	18,760,807.335768
0.594420	0.0541	18,713,378.863830
0.595320	0.054	18,492,736.619344
0.596222	0.0541	18,461,167.186076
0.597123	0.0541	18,692,202.705001
0.598023	0.054	18,724,951.631677
0.598925	0.0541	18,397,216.750788
0.599827	0.0541	18,130,200.818683
0.600727	0.054	18,155,008.210876
0.601628	0.0541	18,288,985.729206
0.602530	0.0541	18,484,584.712801
0.603432	0.0541	18,661,875.301566
0.604332	0.054	18,576,194.410312
0.605233	0.0541	18,315,888.629145
0.606135	0.0541	17,968,017.317949
0.607035	0.054	17,644,395.652982
0.607937	0.0541	17,632,964.898697
0.608838	0.0541	17,894,247.342660
0.609738	0.054	18,140,965.778249
0.610640	0.0541	18,275,386.958191
0.611542	0.0541	18,438,887.659045
0.612442	0.054	18,653,398.289581
0.613343	0.0541	18,757,538.977747
0.614245	0.0541	18,757,039.718513
0.615147	0.0541	18,667,962.355985
0.616047	0.054	18,316,977.901895
0.616948	0.0541	17,930,726.562999
0.617850	0.0541	17,733,549.344656
0.618750	0.054	17,604,497.644125
0.619652	0.0541	17,688,765.882423
0.620553	0.0541	17,976,460.125152
0.621453	0.054	18,220,389.875313
0.622355	0.0541	18,351,404.066539
0.623257	0.0541	18,368,950.519325
0.624157	0.054	18,294,733.191445
0.625058	0.0541	18,092,936.455276
0.625960	0.0541	17,847,541.965237
0.626860	0.054	17,622,640.705181
0.627762	0.0541	17,348,332.494656
0.628663	0.0541	17,298,230.383302
0.629565	0.0541	17,631,390.512272
0.630465	0.054	18,178,781.882637
0.631367	0.0541	18,738,934.813455
0.632268	0.0541	18,925,610.458226
0.633168	0.054	18,676,226.082738
0.634070	0.0541	18,340,922.078611
0.634972	0.0541	18,102,961.492323
0.635872	0.054	17,981,024.657128
0.636773	0.0541	17,951,502.437121
0.637675	0.0541	17,829,946.103446
0.638575	0.054	17,643,100.399900
0.639477	0.0541	17,657,592.341053
0.640378	0.0541	17,854,316.023721
0.641278	0.054	18,154,878.886924
0.642180	0.0541	18,422,007.182793
0.643082	0.0541	18,369,549.118737
0.643982	0.054	17,841,676.180816
0.644883	0.0541	17,161,652.674946
0.645785	0.0541	16,998,367.845541
0.646687	0.0541	17,283,192.419109
0.647587	0.054	17,523,732.135527
0.648488	0.0541	17,722,684.936937
0.649390	0.0541	17,953,232.017943
0.650290	0.054	18,165,120.538468
0.651192	0.0541	18,406,306.605709
0.652093	0.0541	18,612,383.055859
0.652993	0.054	18,535,326.733404
0.653895	0.0541	18,288,308.177410
0.654797	0.0541	18,244,725.602747
0.655697	0.054	18,165,171.257108
0.656598	0.0541	17,755,698.873724
0.657500	0.0541	17,372,073.655670
0.658402	0.0541	17,283,167.599588
0.659302	0.054	17,314,178.590733
0.660203	0.0541	17,323,868.268854
0.661105	0.0541	17,546,058.726761
0.662005	0.054	17,992,616.307949
0.662907	0.0541	18,379,672.484922
0.663808	0.0541	18,436,549.770613
0.664708	0.054	18,203,573.878198
0.665610	0.0541	18,183,300.152894
0.666512	0.0541	18,436,891.598285
0.667412	0.054	18,676,001.394663
0.668313	0.0541	18,652,552.512044
0.669215	0.0541	18,317,647.782702
0.670115	0.054	17,896,258.034241
0.671017	0.0541	17,665,335.300924
0.671918	0.0541	17,567,098.221086
0.672820	0.0541	17,190,275.437682
0.673720	0.054	16,867,971.043788
0.674622	0.0541	16,949,689.555044
0.675523	0.0541	17,142,896.737273
0.676423	0.054	17,417,004.179271
0.677325	0.0541	17,725,348.556804
0.678227	0.0541	17,942,304.755859
0.679127	0.054	18,093,513.433095
0.680028	0.0541	18,162,891.583231
0.680930	0.0541	18,184,799.307768
0.681830	0.054	18,143,901.101433
0.682732	0.0541	18,058,285.614394
0.683633	0.0541	18,133,570.983067
0.684533	0.054	18,310,682.127467
0.685435	0.0541	18,399,061.093053
0.686337	0.0541	18,433,943.768483
0.687238	0.0541	18,555,734.757645
0.688138	0.054	18,610,153.320005
0.689040	0.0541	18,234,337.017275
0.689942	0.0541	17,659,853.901113
0.690842	0.054	17,416,323.679772
0.691743	0.0541	17,661,316.620763
0.692645	0.0541	18,157,992.747169
0.693545	0.054	18,455,887.315696
0.694447	0.0541	18,499,734.493880
0.695348	0.0541	18,602,006.389833
0.696248	0.054	18,683,011.679875
0.697150	0.0541	18,660,684.639366
0.698052	0.0541	18,530,098.793130
0.698952	0.054	18,223,290.486090
0.699853	0.0541	18,180,020.002198
0.700755	0.0541	18,486,836.459061
0.701657	0.0541	18,685,377.095644
0.702557	0.054	18,811,342.129879
0.703458	0.0541	19,028,885.395786
0.704360	0.0541	19,157,959.537321
0.705260	0.054	18,992,991.668280
0.706162	0.0541	18,784,184.178622
0.707063	0.0541	18,898,158.720578
0.707963	0.054	19,066,878.878548
0.708865	0.0541	18,958,362.768977
0.709767	0.0541	18,667,425.731848
0.710667	0.054	18,440,388.992396
0.711568	0.0541	18,361,830.892486
0.712470	0.0541	18,321,068.386528
0.713372	0.0541	18,342,767.951377
0.714272	0.054	18,419,998.802264
0.715173	0.0541	18,275,110.165356
0.716075	0.0541	18,008,281.635380
0.716975	0.054	17,998,990.147080
0.717877	0.0541	18,114,519.491860
0.718778	0.0541	18,098,665.865983
0.719678	0.054	17,897,358.871578
0.720580	0.0541	17,742,574.648443
0.721482	0.0541	17,968,605.776932
0.722382	0.054	18,295,460.756968
0.723283	0.0541	18,272,824.308755
0.724185	0.0541	18,214,434.285158
0.725085	0.054	18,529,018.200224
0.725987	0.0541	18,852,984.046294
0.726888	0.0541	18,832,214.070526
0.727790	0.0541	18,685,641.446337
0.728690	0.054	18,610,519.084003
0.729592	0.0541	18,634,178.584753
0.730493	0.0541	18,800,203.044657
0.731393	0.054	19,066,877.218691
0.732295	0.0541	19,390,976.792229
0.733197	0.0541	19,751,737.904107
0.734097	0.054	20,128,088.029278
0.734998	0.0541	20,522,598.866319
0.735900	0.0541	21,013,761.878900
0.736800	0.054	21,824,167.153218
0.737702	0.0541	22,834,814.696760
0.738603	0.0541	23,694,773.266937
0.739503	0.054	24,397,015.128518
0.740405	0.0541	24,991,208.254648
0.741307	0.0541	25,716,344.266150
0.742208	0.0541	26,759,612.459922
0.743108	0.054	28,091,446.188993
0.744010	0.0541	29,450,195.220248
0.744912	0.0541	30,178,279.617527
0.745812	0.054	30,462,148.206126
0.746713	0.0541	30,992,064.269453
0.747615	0.0541	31,771,969.667857
0.748515	0.054	32,699,799.400860
0.749417	0.0541	33,810,872.037458
0.750318	0.0541	34,742,036.883500
0.751218	0.054	35,088,302.434445
0.752120	0.0541	35,024,959.694106
0.753022	0.0541	34,944,257.780866
0.753923	0.0541	34,996,464.677382
0.754823	0.054	34,906,317.230666
0.755725	0.0541	34,386,600.903968
0.756627	0.0541	33,534,972.177339
0.757527	0.054	32,650,457.361946
0.758428	0.0541	31,576,304.564768
0.759330	0.0541	30,295,511.453523
0.760230	0.054	29,520,089.749782
0.761132	0.0541	29,228,807.054503
0.762033	0.0541	28,819,041.660876
0.762933	0.054	28,257,830.119149
0.763835	0.0541	27,822,667.656904
0.764737	0.0541	27,283,906.508835
0.765637	0.054	26,194,982.285407
0.766538	0.0541	24,594,909.655003
0.767440	0.0541	23,113,208.850916
0.768342	0.0541	22,242,689.921084
0.769242	0.054	21,698,760.624687
0.770143	0.0541	21,123,198.033960
0.771045	0.0541	20,614,196.520793
0.771945	0.054	20,415,581.056573
0.772847	0.0541	20,539,843.756978
0.773748	0.0541	20,821,676.555909
0.774648	0.054	21,076,454.455952
0.775550	0.0541	21,270,294.333973
0.776452	0.0541	21,370,433.323402
0.777352	0.054	21,325,363.551292
0.778253	0.0541	21,211,936.457925
0.779155	0.0541	21,047,639.687697
0.780055	0.054	20,794,831.133097
0.780957	0.0541	20,725,004.945890
0.781858	0.0541	20,877,677.921880
0.782760	0.0541	20,838,547.202508
0.783660	0.054	20,660,539.528551
0.784562	0.0541	20,568,501.218649
0.785463	0.0541	20,525,415.081581
0.786363	0.054	20,538,261.527786
0.787265	0.0541	20,576,061.335616
0.788167	0.0541	20,548,193.023440
0.789067	0.054	20,404,558.548534
0.789968	0.0541	20,150,177.750689
0.790870	0.0541	19,868,488.718393
0.791770	0.054	19,710,461.332731
0.792672	0.0541	19,684,835.606120
0.793573	0.0541	19,571,614.886769
0.794475	0.0541	19,178,061.104608
0.795375	0.054	18,829,747.739498
0.796277	0.0541	18,926,642.885640
0.797178	0.0541	19,174,843.242610
0.798078	0.054	19,300,983.621096
0.798980	0.0541	19,314,369.304495
0.799882	0.0541	19,519,941.765226
0.800782	0.054	20,273,569.505426
0.801683	0.0541	21,014,573.279960
0.802585	0.0541	21,093,605.783009
0.803485	0.054	20,823,665.183077
0.804387	0.0541	20,611,675.556383
0.805288	0.0541	20,554,837.663419
0.806188	0.054	20,789,863.021216
0.807090	0.0541	21,308,001.059799
0.807992	0.0541	21,636,483.569400
0.808893	0.0541	21,466,541.713782
0.809793	0.054	21,254,803.634311
0.810695	0.0541	21,241,485.895117
0.811597	0.0541	21,070,658.341738
0.812497	0.054	20,763,881.578641
0.813398	0.0541	20,645,689.461701
0.814300	0.0541	20,669,612.372224
0.815200	0.054	20,753,269.687323
0.816102	0.0541	20,917,960.444766
0.817003	0.0541	21,000,369.243947
0.817903	0.054	20,871,580.577092
0.818805	0.0541	20,697,576.021860
0.819707	0.0541	20,673,434.730714
0.820607	0.054	20,496,557.820457
0.821508	0.0541	20,292,637.519743
0.822410	0.0541	20,768,859.427191
0.823312	0.0541	21,456,501.013387
0.824212	0.054	21,565,139.402235
0.825113	0.0541	21,083,177.579653
0.826015	0.0541	20,417,761.900510
0.826915	0.054	19,860,255.087991
0.827817	0.0541	19,539,505.643599
0.828718	0.0541	19,778,055.743416
0.829618	0.054	20,299,641.366844
0.830520	0.0541	20,738,431.399997
0.831422	0.0541	21,071,687.833015
0.832322	0.054	20,924,862.475368
0.833223	0.0541	20,387,253.368543
0.834125	0.0541	20,243,254.995130
0.835025	0.054	20,627,248.611780
0.835927	0.0541	21,062,043.554154
0.836828	0.0541	21,121,067.966010
0.837730	0.0541	20,719,427.538778
0.838630	0.054	20,439,984.959843
0.839532	0.0541	20,688,723.692627
0.840433	0.0541	21,198,640.493623
0.841333	0.054	21,626,650.610910
0.842235	0.0541	21,783,392.183405
0.843137	0.0541	21,585,022.543212
0.844037	0.054	21,322,523.627577
0.844938	0.0541	21,324,645.068974
0.845840	0.0541	21,280,046.209194
0.846740	0.054	21,049,855.675948
0.847642	0.0541	20,918,826.815175
0.848543	0.0541	20,647,238.388573
0.849443	0.054	20,239,412.577706
0.850345	0.0541	20,238,381.377322
0.851247	0.0541	20,533,317.838728
0.852148	0.0541	20,684,583.893382
0.853048	0.054	20,546,050.218559
0.853950	0.0541	20,360,736.503143
0.854852	0.0541	20,489,774.488382
0.855752	0.054	20,763,009.885440
0.856653	0.0541	20,944,857.797431
0.857555	0.0541	21,191,485.967307
0.858455	0.054	21,332,654.523449
0.859357	0.0541	21,157,203.559993
0.860258	0.0541	21,030,714.426218
0.861158	0.054	20,908,783.334874
0.862060	0.0541	20,642,282.991718
0.862962	0.0541	20,537,306.223549
0.863862	0.054	20,458,961.494017
0.864763	0.0541	20,270,588.104771
0.865665	0.0541	20,153,060.337631
0.866567	0.0541	20,271,796.844756
0.867467	0.054	20,719,777.048330
0.868368	0.0541	21,145,441.179206
0.869270	0.0541	21,201,617.201802
0.870170	0.054	21,085,617.461620
0.871072	0.0541	20,896,703.209600
0.871973	0.0541	20,520,164.682336
0.872873	0.054	20,308,874.155786
0.873775	0.0541	20,563,727.340813
0.874677	0.0541	20,841,875.934924
0.875577	0.054	20,608,336.825634
0.876478	0.0541	20,177,699.756101
0.877380	0.0541	20,257,746.142618
0.878280	0.054	20,823,804.313289
0.879182	0.0541	21,347,832.477392
0.880083	0.0541	21,267,412.603705
0.880985	0.0541	20,600,915.596566
0.881885	0.054	20,199,198.327889
0.882787	0.0541	20,384,351.029259
0.883688	0.0541	20,747,242.900051
0.884588	0.054	21,021,634.929039
0.885490	0.0541	21,077,908.716981
0.886392	0.0541	20,992,990.821847
0.887292	0.054	20,810,085.624613
0.888193	0.0541	20,379,329.258204
0.889095	0.0541	19,909,035.655209
0.889995	0.054	19,615,977.494259
0.890897	0.0541	19,606,765.477161
0.891798	0.0541	19,954,617.308412
0.892700	0.0541	20,307,549.622989
0.893600	0.054	20,400,295.160897
0.894502	0.0541	20,468,346.439368
0.895403	0.0541	20,685,195.510094
0.896303	0.054	20,979,616.762232
0.897205	0.0541	21,175,982.864659
0.898107	0.0541	21,088,276.609245
0.899007	0.054	20,852,585.685400
0.899908	0.0541	20,762,282.954291
0.900810	0.0541	20,833,216.841037
0.901710	0.054	20,854,090.286553
0.902612	0.0541	20,706,945.682822
0.903513	0.0541	20,382,513.842047
0.904413	0.054	20,137,905.350471
0.905315	0.0541	20,096,789.669320
0.906217	0.0541	19,953,969.012940
0.907118	0.0541	19,820,836.774625
0.908018	0.054	19,967,192.138808
0.908920	0.0541	20,311,944.091865
0.909822	0.0541	20,610,569.324501
0.910722	0.054	20,411,514.453975
0.911623	0.0541	19,902,509.295763
0.912525	0.0541	19,819,818.118577
0.913425	0.054	20,174,300.593309
0.914327	0.0541	20,628,327.264704
0.915228	0.0541	21,101,406.038397
0.916128	0.054	21,506,500.409095
0.917030	0.0541	21,655,105.696881
0.917932	0.0541	21,602,705.517593
0.918832	0.054	21,540,492.137740
0.919733	0.0541	21,428,563.122904
0.920635	0.0541	21,325,347.863024
0.921537	0.0541	21,168,367.205568
0.922437	0.054	20,805,005.109461
0.923338	0.0541	20,276,429.677279
0.924240	0.0541	19,738,817.415477
0.925140	0.054	19,441,713.527045
0.926042	0.0541	19,587,679.236998
0.926943	0.0541	20,049,488.209442
0.927843	0.054	20,383,494.705611
0.928745	0.0541	20,538,948.037541
0.929647	0.0541	20,414,178.013865
0.930547	0.054	20,204,579.041559
0.931448	0.0541	20,294,773.944034
0.932350	0.0541	20,355,065.480746
0.933250	0.054	20,302,212.444781
0.934152	0.0541	20,260,201.674458
0.935053	0.0541	20,295,811.962836
0.935955	0.0541	20,514,801.566476
0.936855	0.054	20,882,696.584716
0.937757	0.0541	21,305,841.013138
0.938658	0.0541	21,546,607.973996
0.939558	0.054	21,459,012.739208
0.940460	0.0541	21,103,608.170217
0.941362	0.0541	20,692,798.683872
0.942262	0.054	20,568,947.496886
0.943163	0.0541	20,841,676.277831
0.944065	0.0541	21,228,554.182365
0.944965	0.054	21,349,337.211194
0.945867	0.0541	21,213,824.095957
0.946768	0.0541	21,117,954.624678
0.947670	0.0541	21,157,275.454865
0.948570	0.054	21,206,002.326983
0.949472	0.0541	21,073,046.588979
0.950373	0.0541	21,012,865.173788
0.951273	0.054	21,315,751.115097
0.952175	0.0541	21,583,633.808431
0.953077	0.0541	21,621,601.522787
0.953977	0.054	21,668,324.726336
0.954878	0.0541	21,791,172.272005
0.955780	0.0541	21,908,334.292032
0.956680	0.054	21,955,032.446303
0.957582	0.0541	21,777,805.508094
0.958483	0.0541	21,117,598.198722
0.959383	0.054	20,364,714.967049
0.960285	0.0541	20,060,481.427897
0.961187	0.0541	20,074,706.270614
0.962088	0.0541	20,309,677.360503
0.962988	0.054	20,534,355.181205
0.963890	0.0541	20,594,677.678185
0.964792	0.0541	20,590,545.265279
0.965692	0.054	20,679,756.896959
0.966593	0.0541	21,098,070.090646
0.967495	0.0541	21,392,816.685780
0.968395	0.054	21,391,865.346563
0.969297	0.0541	21,642,396.527411
0.970198	0.0541	21,714,615.390656
0.971098	0.054	21,046,698.770937
0.972000	0.0541	20,339,489.612717
0.972902	0.0541	20,148,671.167709
0.973802	0.054	20,148,286.679865
0.974703	0.0541	19,962,549.493550
0.975605	0.0541	19,753,740.580733
0.976507	0.0541	19,815,189.435931
0.977407	0.054	20,103,127.721444
0.978308	0.0541	20,555,105.704207
0.979210	0.0541	20,975,820.379586
0.980110	0.054	21,116,855.456322
0.981012	0.0541	21,105,086.555183
0.981913	0.0541	21,105,575.318680
0.982813	0.054	20,965,597.115570
0.983715	0.0541	20,715,202.042763
0.984617	0.0541	20,667,980.681126
0.985517	0.054	20,790,792.607667
0.986418	0.0541	20,798,826.018709
0.987320	0.0541	20,820,565.607001
0.988222	0.0541	21,103,923.712187
0.989122	0.054	21,356,201.474864
0.990023	0.0541	21,284,151.719911
0.990925	0.0541	21,027,522.687077
0.991825	0.054	20,971,883.763860
0.992727	0.0541	21,060,256.363171
0.993628	0.0541	20,909,148.494487
0.994528	0.054	20,537,308.586603
0.995430	0.0541	20,254,922.268204
0.996332	0.0541	20,311,865.948096
0.997232	0.054	20,646,319.102845
0.998133	0.0541	21,069,174.271148
0.999035	0.0541	21,268,347.133484
0.999935	0.054	21,100,786.940811
1.000837	0.0541	20,825,833.839686
1.001738	0.0541	20,726,694.664908
1.002640	0.0541	20,842,281.280990
1.003540	0.054	20,973,288.596763
1.004442	0.0541	20,934,370.244963
1.005343	0.0541	20,778,122.176143
1.006243	0.054	20,554,862.533020
1.007145	0.0541	20,302,744.984359
1.008047	0.0541	20,262,892.598040
1.008947	0.054	20,452,972.658481
1.009848	0.0541	20,614,575.865656
1.010750	0.0541	20,699,609.395527
1.011650	0.054	20,807,703.874438
1.012552	0.0541	20,650,196.499067
1.013453	0.0541	20,108,604.396670
1.014355	0.0541	19,740,034.781890
1.015255	0.054	19,854,160.789986
1.016157	0.0541	20,216,394.233355
1.017058	0.0541	20,433,661.895825
1.017958	0.054	20,457,499.174826
1.018860	0.0541	20,544,499.651081
1.019762	0.0541	20,645,793.936222
1.020662	0.054	20,495,183.644800
1.021563	0.0541	20,258,636.912952
1.022465	0.0541	20,155,621.456825
1.023365	0.054	20,008,545.660039
1.024267	0.0541	20,020,669.472657
1.025168	0.0541	20,278,172.335552
1.026068	0.054	20,561,794.846121
1.026970	0.0541	20,803,275.565696
1.027872	0.0541	20,733,339.951838
1.028773	0.0541	20,534,550.650220
1.029673	0.054	20,638,493.871059
1.030575	0.0541	20,817,043.727945
1.031477	0.0541	20,840,423.911118
1.032377	0.054	20,792,390.118406
1.033278	0.0541	20,649,040.704934
1.034180	0.0541	20,383,014.272371
1.035080	0.054	20,218,783.961638
1.035982	0.0541	20,251,033.479536
1.036883	0.0541	20,300,511.948556
1.037783	0.054	20,345,941.970434
1.038685	0.0541	20,487,470.601728
1.039587	0.0541	20,629,811.399191
1.040487	0.054	20,464,726.393998
1.041388	0.0541	20,138,380.131118
1.042290	0.0541	20,078,496.009272
1.043192	0.0541	20,211,776.278258
1.044092	0.054	20,281,493.404641
1.044993	0.0541	20,376,888.520976
1.045895	0.0541	20,540,310.966762
1.046795	0.054	20,635,867.544515
1.047697	0.0541	20,702,363.662669
1.048598	0.0541	20,607,840.561129
1.049498	0.054	20,325,355.139853
1.050400	0.0541	20,302,949.478721
1.051302	0.0541	20,709,771.621361
1.052202	0.054	21,032,048.283604
1.053103	0.0541	20,947,409.474255
1.054005	0.0541	20,820,667.930128
1.054905	0.054	20,715,930.401546
1.055807	0.0541	20,432,491.510681
1.056708	0.0541	20,101,153.019488
1.057610	0.0541	19,899,817.972621
1.058510	0.054	20,027,042.127323
1.059412	0.0541	20,436,521.138229
1.060313	0.0541	20,742,681.378746
1.061213	0.054	20,648,151.288252
1.062115	0.0541	20,454,054.842178
1.063017	0.0541	20,407,839.885892
1.063917	0.054	20,182,275.420498
1.064818	0.0541	19,933,931.135654
1.065720	0.0541	20,010,838.429868
1.066620	0.054	20,192,763.036691
1.067522	0.0541	20,255,903.557879
1.068423	0.0541	20,165,822.758552
1.069325	0.0541	20,055,595.410492
1.070225	0.054	20,046,150.956837
1.071127	0.0541	20,160,578.031609
1.072028	0.0541	20,560,905.806485
1.072928	0.054	20,906,788.778650
1.073830	0.0541	20,911,529.556717
1.074732	0.0541	20,979,895.972883
1.075632	0.054	21,097,431.344738
1.076533	0.0541	21,139,595.685300
1.077435	0.0541	21,280,198.453660
1.078335	0.054	21,303,465.256345
1.079237	0.0541	21,083,690.958204
1.080138	0.0541	20,704,930.803444
1.081038	0.054	20,395,981.064020
1.081940	0.0541	20,553,710.509242
1.082842	0.0541	21,057,560.353892
1.083743	0.0541	21,377,432.523214
1.084643	0.054	21,329,309.228062
1.085545	0.0541	21,163,025.120477
1.086447	0.0541	21,120,372.945000
1.087347	0.054	21,239,794.179073
1.088248	0.0541	21,194,353.590717
1.089150	0.0541	20,743,862.649363
1.090050	0.054	20,222,259.430592
1.090952	0.0541	20,114,710.412763
1.091853	0.0541	20,494,464.151171
1.092753	0.054	20,848,083.004136
1.093655	0.0541	20,676,493.322186
1.094557	0.0541	20,425,750.638896
1.095458	0.0541	20,590,374.672922
1.096358	0.054	20,801,936.316584
1.097260	0.0541	20,794,809.088318
1.098162	0.0541	20,725,020.869250
1.099062	0.054	20,721,693.647402
1.099963	0.0541	20,700,355.344738
1.100865	0.0541	20,742,366.155482
1.101765	0.054	20,873,129.659800
1.102667	0.0541	20,836,144.517006
1.103568	0.0541	20,814,824.368586
1.104468	0.054	20,838,784.444637
1.105370	0.0541	20,785,334.906295
1.106272	0.0541	20,845,944.685478
1.107172	0.054	20,888,138.443252
1.108073	0.0541	20,811,400.610236
1.108975	0.0541	20,575,962.931245
1.109877	0.0541	20,293,482.215505
1.110777	0.054	20,369,269.514070
1.111678	0.0541	20,528,767.064465
1.112580	0.0541	20,421,877.718967
1.113480	0.054	20,452,853.566127
1.114382	0.0541	20,684,173.020770
1.115283	0.0541	20,773,581.332673
1.116183	0.054	20,703,357.454334
1.117085	0.0541	20,546,805.361757
1.117987	0.0541	20,575,567.935067
1.118887	0.054	20,790,272.538290
1.119788	0.0541	20,635,737.265647
1.120690	0.0541	20,157,572.285537
1.121590	0.054	19,881,934.984381
1.122492	0.0541	19,959,672.507992
1.123393	0.0541	20,259,458.049338
1.124295	0.0541	20,508,321.955483
1.125195	0.054	20,571,297.764326
1.126097	0.0541	20,624,963.881257
1.126998	0.0541	20,669,352.471811
1.127898	0.054	20,722,851.445935
1.128800	0.0541	20,912,483.424734
1.129702	0.0541	21,006,939.572204
1.130602	0.054	21,030,015.962216
1.131503	0.0541	21,040,866.093710
1.132405	0.0541	20,761,522.058646
1.133305	0.054	20,297,423.781253
1.134207	0.0541	20,022,626.940732
1.135108	0.0541	19,817,369.067317
1.136008	0.054	19,558,779.461657
1.136910	0.0541	19,537,045.850786
1.137812	0.0541	19,766,431.941024
1.138713	0.0541	20,168,372.943282
1.139613	0.054	20,422,257.368618
1.140515	0.0541	20,300,160.726876
1.141417	0.0541	20,251,266.255553
1.142317	0.054	20,430,858.641453
1.143218	0.0541	20,645,131.350817
1.144120	0.0541	20,930,911.813640
1.145020	0.054	21,019,916.410353
1.145922	0.0541	20,678,882.757768
1.146823	0.0541	20,321,936.533368
1.147723	0.054	20,134,949.720603
1.148625	0.0541	19,935,032.495883
1.149527	0.0541	19,845,448.448345
1.150428	0.0541	19,938,245.022793
1.151328	0.054	20,061,658.875380
1.152230	0.0541	20,197,153.627849
1.153132	0.0541	20,291,176.440819
1.154032	0.054	20,314,543.514720
1.154933	0.0541	20,142,920.791597
1.155835	0.0541	19,801,409.664364
1.156735	0.054	19,705,374.045406
1.157637	0.0541	19,834,717.352996
1.158538	0.0541	19,872,820.364864
1.159438	0.054	19,878,006.551917
1.160340	0.0541	20,001,259.668288
1.161242	0.0541	20,205,512.723194
1.162142	0.054	20,385,518.280678
1.163043	0.0541	20,530,221.777783
1.163945	0.0541	20,529,062.741843
1.164847	0.0541	20,309,883.553907
1.165747	0.054	20,120,996.135097
1.166648	0.0541	20,067,590.443407
1.167550	0.0541	20,100,143.972343
1.168450	0.054	20,099,567.575144
1.169352	0.0541	20,038,883.928055
1.170253	0.0541	20,195,403.691090
1.171153	0.054	20,416,327.565460
1.172055	0.0541	20,315,497.042695
1.172957	0.0541	20,197,942.636723
1.173857	0.054	20,393,519.596215
1.174758	0.0541	20,546,734.994866
1.175660	0.0541	20,299,532.566381
1.176562	0.0541	19,994,767.802669
1.177462	0.054	20,059,824.061443
1.178363	0.0541	20,327,290.707974
1.179265	0.0541	20,454,368.941606
1.180165	0.054	20,364,312.296729
1.181067	0.0541	20,321,779.657546
1.181968	0.0541	20,364,812.571171
1.182868	0.054	20,429,907.123041
1.183770	0.0541	20,764,624.315395
1.184672	0.0541	21,134,686.686010
1.185572	0.054	20,906,191.432838
1.186473	0.0541	20,274,325.483752
1.187375	0.0541	19,845,887.541066
1.188275	0.054	19,694,327.561296
1.189177	0.0541	19,724,309.899160
1.190078	0.0541	19,825,657.833363
1.190980	0.0541	19,997,893.298232
